node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,depth,kmer_distance_to_class_mean
117,7,7,2.0,0.0,75.0,0.5,48.0,0,0,9,2 path,mixed,5.6392598152160645,2.723124637040426
118,6,6,2.0,0.0,75.0,0.5,18.0,1,1,0,2 path,mixed,2.2870500087738037,5.966394858390582
119,6,6,1.0,0.0,75.0,0.0,18.0,1,1,6,1 tip,0 no foreign neighbour,2.9888699054718018,3.665980185101879
120,7,7,5.0,0.0,75.0,0.0,48.0,1,1,0,3+ branch,0 no foreign neighbour,15.178199768066406,2.9375070806987265
121,7,7,1.0,0.0,75.0,0.0,48.0,0,0,6,1 tip,0 no foreign neighbour,3.8025100231170654,0.6834706720048798
122,7,7,2.0,0.0,75.0,0.0,48.0,0,0,9,2 path,0 no foreign neighbour,6.254630088806152,3.3688547071036883
123,7,7,2.0,0.0,75.0,0.0,48.0,0,0,6,2 path,0 no foreign neighbour,6.079160213470459,0.35623169170665053
124,7,7,2.0,0.0,75.0,0.0,48.0,0,0,6,2 path,0 no foreign neighbour,6.060210227966309,20.203112347313162
125,7,7,4.0,0.0,75.0,0.0,48.0,1,1,0,3+ branch,0 no foreign neighbour,11.594300270080566,2.8450313754294263
126,7,7,2.0,0.0,75.0,0.0,48.0,0,0,6,2 path,0 no foreign neighbour,5.516160011291504,13.400456674497075
127,7,7,4.0,0.0,75.0,0.0,48.0,1,1,0,3+ branch,0 no foreign neighbour,15.682100296020508,2.9275290994062133
128,7,7,2.0,0.0,75.0,0.0,48.0,0,0,6,2 path,0 no foreign neighbour,5.73075008392334,6.804263539284214
129,7,7,2.0,0.0,75.0,0.0,48.0,0,0,6,2 path,0 no foreign neighbour,6.873889923095703,1.6304959968438044
130,7,7,3.0,0.0,75.0,0.0,48.0,1,1,0,3+ branch,0 no foreign neighbour,13.16469955444336,2.921475337453311
131,7,7,1.0,0.0,75.0,0.0,48.0,0,0,9,1 tip,0 no foreign neighbour,6.349830150604248,1.005869181908963
132,7,7,2.0,0.0,75.0,0.0,48.0,0,0,9,2 path,0 no foreign neighbour,5.67825984954834,0.6623714523564093
133,7,7,3.0,0.0,75.0,0.0,48.0,1,1,0,3+ branch,0 no foreign neighbour,13.634400367736816,2.969066800927891
134,7,7,1.0,0.0,75.0,0.0,48.0,0,0,9,1 tip,0 no foreign neighbour,4.24084997177124,2.9808595904542474
135,7,7,2.0,0.0,75.0,0.0,48.0,0,0,9,2 path,0 no foreign neighbour,4.831709861755371,2.2826393339161695
