seed,f1,ari,error_rate,epochs_ran,stopped_early,best_val_loss
0,0.2928870292887029,0.12509615694811743,0.5439330543933054,60,False,0.655008
1,0.41422594142259417,0.13422113919045203,0.5774058577405857,24,True,4.37746
