seed,f1,ari,error_rate,epochs_ran,stopped_early,best_val_loss
0,0.323943661971831,0.2935575216707331,0.5176056338028169,36,True,0.493211
1,0.3004694835680751,0.2916055173659844,0.5082159624413145,46,True,0.424404
