node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,depth,kmer_distance_to_class_mean
198,7,7,0.0,0.0,1.0,,89.0,0,0,5,0 isolated,,2.077709913253784,16.16966693185573
199,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,2.503770112991333,6.12007106243943
200,7,7,0.0,0.0,1.0,,89.0,0,0,3,0 isolated,,2.759310007095337,3.180855201721037
201,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,1.4231699705123901,4.777611777173676
202,8,8,0.0,0.0,1.0,,50.0,1,0,9,0 isolated,,2.730220079421997,4.285288593781033
203,3,3,0.0,0.0,1.0,,30.0,1,0,8,0 isolated,,3.5291600227355957,2.7071311561361906
204,7,7,0.0,0.0,1.0,,89.0,1,1,9,0 isolated,,1.0,9.650740872348269
205,6,6,0.0,0.0,1.0,,51.0,1,1,0,0 isolated,,2.4766900539398193,2.9828375331902124
206,1,1,0.0,0.0,1.0,,26.0,1,1,7,0 isolated,,3.4068899154663086,4.282301886559625
207,1,1,1.0,0.0,3.0,0.0,26.0,0,0,4,1 tip,0 no foreign neighbour,1.4883699417114258,44.58678862139364
208,9,9,0.0,0.0,1.0,,30.0,1,1,9,0 isolated,,2.2332398891448975,11.739084083027242
209,4,4,0.0,0.0,1.0,,33.0,1,1,9,0 isolated,,3.8922300338745117,13.13560124891453
210,5,5,0.0,0.0,1.0,,21.0,1,1,1,0 isolated,,1.0,0.9225697839038601
211,7,7,0.0,0.0,1.0,,89.0,0,0,5,0 isolated,,2.567919969558716,11.231122379950675
212,5,5,0.0,0.0,1.0,,21.0,1,1,1,0 isolated,,1.0,1.9343334355883322
213,3,3,0.0,0.0,1.0,,30.0,1,1,9,0 isolated,,3.481920003890991,5.145451003808882
214,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,1.5189499855041504,6.171026178592262
215,1,1,0.0,0.0,1.0,,26.0,1,1,9,0 isolated,,1.7702200412750244,14.22999492399835
216,2,2,0.0,0.0,1.0,,38.0,1,1,7,0 isolated,,3.334320068359375,20.601052801404595
217,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,1.000040054321289,2.768411291900404
218,9,9,0.0,0.0,1.0,,30.0,1,0,3,0 isolated,,2.3541200160980225,6.1745052977684844
219,7,7,0.0,0.0,1.0,,89.0,0,0,3,0 isolated,,2.3892500400543213,3.041337051496372
220,3,3,0.0,0.0,1.0,,30.0,1,0,8,0 isolated,,3.160409927368164,2.354904904654965
221,7,7,0.0,0.0,1.0,,89.0,0,0,3,0 isolated,,1.6151599884033203,2.3600412429690767
222,7,7,0.0,0.0,1.0,,89.0,1,1,9,0 isolated,,5.69927978515625,10.468225776762674
223,8,8,0.0,0.0,1.0,,50.0,0,0,8,0 isolated,,2.5752999782562256,2.000145700694733
224,5,5,0.0,0.0,1.0,,21.0,1,1,1,0 isolated,,1.0,1.012115967589531
225,1,1,0.0,0.0,1.0,,26.0,1,0,8,0 isolated,,2.5062599182128906,9.745099461727587
226,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,1.9243099689483643,4.714804847010082
227,8,8,0.0,0.0,1.0,,50.0,1,1,7,0 isolated,,3.494570016860962,17.738381998729878
228,8,8,0.0,0.0,1.0,,50.0,0,0,8,0 isolated,,3.077399969100952,2.4999144784604446
229,7,7,0.0,0.0,1.0,,89.0,1,1,9,0 isolated,,3.200160026550293,7.252147765274053
230,6,6,0.0,0.0,1.0,,51.0,1,0,9,0 isolated,,1.0,7.245726935565075
231,9,9,0.0,0.0,1.0,,30.0,1,1,0,0 isolated,,3.330049991607666,1.7292881507039612
232,3,3,0.0,0.0,1.0,,30.0,1,1,7,0 isolated,,2.8285200595855713,16.82502205445409
233,4,4,0.0,0.0,1.0,,33.0,1,1,9,0 isolated,,0.9994170069694519,16.114753124581945
234,0,0,0.0,0.0,1.0,,15.0,1,1,9,0 isolated,,1.0,11.908384616598953
235,7,7,0.0,0.0,1.0,,89.0,0,0,0,0 isolated,,2.7809200286865234,2.371956982224804
236,2,2,0.0,0.0,1.0,,38.0,0,0,9,0 isolated,,2.6552700996398926,6.501005028262015
237,2,2,0.0,0.0,1.0,,38.0,1,1,7,0 isolated,,3.6977999210357666,21.473831782506412
238,7,7,0.0,0.0,1.0,,89.0,0,0,5,0 isolated,,2.277050018310547,13.556755983074508
239,9,9,0.0,0.0,1.0,,30.0,1,1,3,0 isolated,,3.7219700813293457,3.4158567601921677
240,1,1,0.0,0.0,1.0,,26.0,0,0,4,0 isolated,,1.5699399709701538,31.7855324690169
241,7,7,0.0,0.0,1.0,,89.0,0,0,3,0 isolated,,4.050179958343506,1.4326576073988377
242,5,5,0.0,0.0,1.0,,21.0,1,1,1,0 isolated,,1.0,1.0014245704983358
243,2,2,0.0,0.0,1.0,,38.0,0,0,9,0 isolated,,3.1908299922943115,7.195651438922922
244,7,7,0.0,0.0,1.0,,89.0,0,0,3,0 isolated,,3.558840036392212,1.3239099845718223
245,2,2,0.0,0.0,1.0,,38.0,0,0,9,0 isolated,,2.3626599311828613,6.472232942251394
246,9,9,0.0,0.0,1.0,,30.0,1,1,5,0 isolated,,2.9351699352264404,4.26924466951684
247,9,9,0.0,0.0,1.0,,30.0,1,1,3,0 isolated,,2.9447200298309326,3.597082373864841
248,8,8,0.0,0.0,1.0,,50.0,0,0,8,0 isolated,,2.7286698818206787,2.5501740086260383
249,0,0,0.0,0.0,1.0,,15.0,1,1,8,0 isolated,,3.223870038986206,3.2607742020696557
250,3,3,0.0,0.0,1.0,,30.0,1,1,9,0 isolated,,2.3265700340270996,7.878613422350273
251,6,6,0.0,0.0,1.0,,51.0,1,1,3,0 isolated,,1.1474100351333618,1.2492547608750089
252,5,5,0.0,0.0,1.0,,21.0,1,1,1,0 isolated,,1.0099300146102905,1.319878959997209
253,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,1.5082000494003296,7.235579187495338
254,1,1,0.0,0.0,1.0,,26.0,1,0,8,0 isolated,,2.8150599002838135,10.26605821807134
255,8,8,0.0,0.0,1.0,,50.0,1,0,9,0 isolated,,2.9774599075317383,3.476156088262523
256,1,1,0.0,0.0,1.0,,26.0,1,1,9,0 isolated,,2.993350028991699,12.797665590560088
257,1,1,0.0,0.0,1.0,,26.0,1,0,9,0 isolated,,2.3240199089050293,13.433264909246786
258,5,5,0.0,0.0,1.0,,21.0,1,1,1,0 isolated,,1.0,1.2724639531455648
259,7,7,0.0,0.0,1.0,,89.0,1,1,9,0 isolated,,2.815609931945801,8.392067495399088
260,0,0,0.0,0.0,1.0,,15.0,1,1,9,0 isolated,,4.447649955749512,6.056966761611337
261,5,5,0.0,0.0,1.0,,21.0,1,1,3,0 isolated,,1.2314399480819702,5.53182685396462
262,7,7,0.0,0.0,1.0,,89.0,0,0,3,0 isolated,,2.529680013656616,3.397803132914613
263,8,8,0.0,0.0,1.0,,50.0,1,1,9,0 isolated,,2.407099962234497,6.257667551279693
264,2,2,0.0,0.0,1.0,,38.0,1,0,8,0 isolated,,2.4981799125671387,1.9958602553430218
265,6,6,0.0,0.0,1.0,,51.0,1,1,0,0 isolated,,2.3118200302124023,6.692803582243864
266,9,9,0.0,0.0,1.0,,30.0,1,1,9,0 isolated,,2.3850600719451904,10.274582661783871
267,7,7,0.0,0.0,1.0,,89.0,0,0,3,0 isolated,,1.9376499652862549,1.40246852889093
268,2,2,0.0,0.0,1.0,,38.0,0,0,9,0 isolated,,2.5365500450134277,4.266620548500489
269,0,0,0.0,0.0,1.0,,15.0,1,1,9,0 isolated,,3.6387200355529785,9.497725644487096
270,3,3,0.0,0.0,1.0,,30.0,1,1,8,0 isolated,,2.4660000801086426,3.9174143680575706
271,9,9,0.0,0.0,1.0,,30.0,1,1,0,0 isolated,,3.3984599113464355,2.038296493029957
272,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,1.7494900226593018,3.042821686885185
273,9,9,0.0,0.0,1.0,,30.0,1,1,5,0 isolated,,2.8664300441741943,8.304214085991077
274,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,1.9283000230789185,2.446274768222279
275,9,9,0.0,0.0,1.0,,30.0,1,0,3,0 isolated,,3.1726698875427246,5.709195670793328
276,4,4,0.0,0.0,1.0,,33.0,1,1,9,0 isolated,,3.3929500579833984,11.307092434791503
277,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,2.3371500968933105,4.3767496952439915
278,8,8,0.0,0.0,1.0,,50.0,1,0,9,0 isolated,,2.5857698917388916,5.888358288345215
279,8,8,0.0,0.0,1.0,,50.0,0,0,8,0 isolated,,4.123050212860107,1.9594370785803918
280,6,6,0.0,0.0,1.0,,51.0,1,0,9,0 isolated,,2.172149896621704,6.44632312453631
281,2,2,0.0,0.0,1.0,,38.0,0,0,9,0 isolated,,3.272429943084717,5.014205550622607
282,3,3,0.0,0.0,1.0,,30.0,1,0,8,0 isolated,,2.501879930496216,3.8205435472818547
283,7,7,0.0,0.0,1.0,,89.0,0,0,0,0 isolated,,3.4107699394226074,1.6923610516587793
284,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,1.9142199754714966,4.600095967124685
285,9,9,0.0,0.0,1.0,,30.0,1,0,1,0 isolated,,2.672529935836792,7.968331031507662
286,9,9,0.0,0.0,1.0,,30.0,1,1,5,0 isolated,,3.1250500679016113,7.022231730984528
287,2,2,0.0,0.0,1.0,,38.0,1,0,8,0 isolated,,2.498430013656616,1.2445436423454266
288,3,3,0.0,0.0,1.0,,30.0,1,1,9,0 isolated,,2.5883800983428955,6.677874896288335
289,6,6,0.0,0.0,1.0,,51.0,1,1,2,0 isolated,,2.337090015411377,32.88715529337697
290,5,5,0.0,0.0,1.0,,21.0,1,1,1,0 isolated,,1.0,1.737581959858144
291,8,8,0.0,0.0,1.0,,50.0,1,1,1,0 isolated,,2.333209991455078,5.282369556350115
292,2,2,0.0,0.0,1.0,,38.0,0,0,9,0 isolated,,3.3508400917053223,6.425733500136767
293,4,4,0.0,0.0,1.0,,33.0,0,0,7,0 isolated,,4.777390003204346,4.503956068574826
294,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,2.880650043487549,4.735424579933095
295,2,2,0.0,0.0,1.0,,38.0,1,0,8,0 isolated,,2.844249963760376,3.015243815629451
296,3,3,0.0,0.0,1.0,,30.0,1,0,8,0 isolated,,3.297760009765625,2.4624217829518282
297,7,7,0.0,0.0,1.0,,89.0,1,0,1,0 isolated,,3.2471299171447754,4.630464562211258
298,7,7,0.0,0.0,1.0,,89.0,0,0,3,0 isolated,,2.7072699069976807,1.9618156280657817
299,8,8,0.0,0.0,1.0,,50.0,0,0,8,0 isolated,,2.7160799503326416,1.56828994501637
300,6,6,0.0,0.0,1.0,,51.0,1,0,9,0 isolated,,1.0,6.928395620866931
301,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,2.4297800064086914,5.087306944196563
302,5,5,0.0,0.0,1.0,,21.0,1,1,1,0 isolated,,1.0,1.254054108005552
303,6,6,0.0,0.0,1.0,,51.0,1,0,9,0 isolated,,1.6227500438690186,7.060153891426644
304,3,3,0.0,0.0,1.0,,30.0,1,1,9,0 isolated,,4.612949848175049,5.9863828730338
305,6,6,0.0,0.0,1.0,,51.0,1,1,3,0 isolated,,1.5841399431228638,1.8571605616174909
306,7,7,0.0,0.0,1.0,,89.0,0,0,3,0 isolated,,2.024790048599243,1.9816171962325637
307,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,1.350409984588623,3.8711136303803144
308,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,1.0,4.780272317955783
309,8,8,0.0,0.0,1.0,,50.0,1,0,9,0 isolated,,3.103250026702881,6.378709857625465
310,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,1.4449199438095093,4.774250055674018
311,3,3,0.0,0.0,1.0,,30.0,1,1,9,0 isolated,,2.4682199954986572,6.926338688041248
312,2,2,0.0,0.0,1.0,,38.0,0,0,9,0 isolated,,4.510670185089111,5.846966628160663
313,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,2.2666800022125244,6.432577355415279
314,7,7,0.0,0.0,1.0,,89.0,0,0,0,0 isolated,,1.7902599573135376,2.298520595380547
315,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,2.2055399417877197,3.9840826096647364
316,3,3,0.0,0.0,1.0,,30.0,1,1,9,0 isolated,,3.351020097732544,7.078542728463311
317,2,2,0.0,0.0,1.0,,38.0,0,0,9,0 isolated,,3.1498100757598877,5.828655554718213
318,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,2.527829885482788,7.768735877355457
319,4,4,0.0,0.0,1.0,,33.0,1,1,8,0 isolated,,3.856450080871582,10.098382478209098
320,3,3,0.0,0.0,1.0,,30.0,1,1,8,0 isolated,,2.7834599018096924,2.315569729082104
321,9,9,0.0,0.0,1.0,,30.0,1,0,1,0 isolated,,2.5903000831604004,9.577652652182701
322,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,2.070280075073242,3.7209557438354603
323,1,1,0.0,0.0,1.0,,26.0,1,0,8,0 isolated,,2.3335299491882324,10.103964773993477
324,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,2.518709897994995,5.926264275318145
325,6,6,0.0,0.0,1.0,,51.0,0,0,1,0 isolated,,1.6863399744033813,3.59810510218763
326,7,7,0.0,0.0,1.0,,89.0,1,1,1,0 isolated,,2.9340200424194336,5.218336637871484
