seed,f1,ari,error_rate,epochs_ran,stopped_early,best_val_loss
0,0.24281984334203655,0.10214733832664594,0.6579634464751958,22,True,3.95694
1,0.3968668407310705,0.17502619348404105,0.5483028720626631,60,False,1.07361
