feature,role,n,rho,permutation_p
degree,graph,588.0,-0.08548478871113706,0.04477611940298507
clustering,graph,588.0,0.061971169762778174,0.208955223880597
component_size,graph,588.0,-0.13807611288007576,0.004975124378109453
boundary,diagnostic_uses_labels,481.0,0.3796639670395269,0.004975124378109453
class_size,diagnostic_uses_labels,588.0,-0.7089830198264274,0.004975124378109453
dist_from_mean_coordinate,model_input,588.0,0.09214040871924564,0.01990049751243781
