seed,f1,ari,error_rate,epochs_ran,stopped_early,best_val_loss
0,0.23639455782312926,0.040909213487141,0.5425170068027211,33,True,0.612795
1,0.07653061224489796,0.02905044847412941,0.5578231292517006,23,True,0.568885
