node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,depth,kmer_distance_to_class_mean
4809,6,6,2.0,0.0,5139.0,1.0,733.0,1,1,0,2 path,1 all neighbours foreign,65.05819702148438,2.8399030456632968
4810,7,7,2.0,0.0,5139.0,0.5,984.0,0,0,0,2 path,mixed,64.66719818115234,1.9098352517489852
4811,7,7,2.0,0.0,5139.0,0.5,984.0,0,0,9,2 path,mixed,65.12560272216797,0.8794834202756698
4812,6,6,2.0,0.0,5139.0,1.0,733.0,1,1,8,2 path,1 all neighbours foreign,65.66280364990234,18.512498525022153
4813,9,9,2.0,0.0,5139.0,0.0,373.0,1,1,8,2 path,0 no foreign neighbour,63.851600646972656,52.082618417128174
4814,8,8,3.0,0.0,5139.0,0.3333333333333333,452.0,1,1,5,3+ branch,mixed,3.9516100883483887,4.91550089530644
4815,6,6,2.0,0.0,5139.0,1.0,733.0,1,1,9,2 path,1 all neighbours foreign,62.50519943237305,0.9422758973486227
4816,8,8,3.0,0.0,5139.0,0.0,452.0,1,1,5,3+ branch,0 no foreign neighbour,10.0,4.9426185963409095
4817,8,8,3.0,0.0,5139.0,0.3333333333333333,452.0,1,0,2,3+ branch,mixed,64.74250030517578,8.868795002717288
4818,2,2,2.0,0.0,5139.0,0.0,234.0,1,1,0,2 path,0 no foreign neighbour,65.98500061035156,5.124362646946858
4819,2,2,2.0,0.0,5139.0,0.5,234.0,1,1,0,2 path,mixed,34.89469909667969,8.188170288811218
4820,8,8,2.0,0.0,5139.0,1.0,452.0,1,0,8,2 path,1 all neighbours foreign,65.51249694824219,47.12740145569037
4821,1,1,1.0,0.0,5139.0,0.0,276.0,1,1,2,1 tip,0 no foreign neighbour,60.50170135498047,5.420909260269653
4822,1,1,2.0,0.0,5139.0,0.0,276.0,0,0,7,2 path,0 no foreign neighbour,62.547298431396484,12.762079935003467
4823,4,4,2.0,0.0,5139.0,0.5,543.0,1,1,0,2 path,mixed,63.830501556396484,0.776918615830875
4824,3,3,2.0,0.0,5139.0,0.5,295.0,1,1,2,2 path,mixed,66.52629852294922,28.443423102323628
