seed,f1,ari,error_rate,epochs_ran,stopped_early,best_val_loss
0,0.15797665369649805,0.05188638135273657,0.7159533073929961,60,False,0.68115
1,0.17198443579766537,0.07052690194253901,0.7029182879377431,60,False,0.680938
