node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,coverage,dist_from_mean_coordinate,n_modes,n_routes
0,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,6,2 path,0 no foreign neighbour,731.31591796875,0.21023894846439362,1.0,11.0
1,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,108.21859741210938,0.01586422696709633,1.0,2.0
2,3,bus+trolley,3.0,0.0,4562.0,0.0,610.0,1,1,4,3+ branch,0 no foreign neighbour,425.76690673828125,0.010282108560204506,2.0,8.0
3,2,bus+tram+trolley,5.0,0.0,4562.0,0.6,88.0,1,1,4,3+ branch,mixed,298.7049255371094,0.015118534676730633,3.0,5.0
4,3,bus+trolley,1.0,0.0,4562.0,0.0,610.0,1,1,4,1 tip,0 no foreign neighbour,217.8396759033203,0.025322508066892624,2.0,4.0
5,1,bus+tram,2.0,0.0,4562.0,1.0,149.0,1,1,4,2 path,1 all neighbours foreign,182.1178436279297,0.040593527257442474,2.0,3.0
6,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,156.56179809570312,0.18074871599674225,1.0,3.0
7,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,35.44072723388672,0.41195404529571533,1.0,1.0
8,2,bus+tram+trolley,3.0,0.0,4562.0,0.3333333333333333,88.0,1,1,4,3+ branch,mixed,298.7049255371094,0.016643723472952843,3.0,5.0
9,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,199.1723175048828,0.014649788849055767,1.0,3.0
10,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,245.42333984375,0.2768457531929016,1.0,6.0
11,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,161.4864044189453,0.25472110509872437,1.0,3.0
12,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,161.4864044189453,0.2618703842163086,1.0,3.0
13,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,45.96323013305664,0.3147421181201935,1.0,1.0
14,0,bus,0.0,0.0,4562.0,,3145.0,0,0,2,0 isolated,,45.96323013305664,0.37789663672447205,1.0,1.0
15,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,127.79696655273438,0.9171947836875916,1.0,2.0
16,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,103.18426513671875,0.16629905998706818,1.0,3.0
17,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,140.14976501464844,0.09631161391735077,1.0,2.0
18,3,bus+trolley,4.0,0.0,4562.0,1.0,610.0,1,1,0,3+ branch,1 all neighbours foreign,671.7396240234375,0.09286964684724808,2.0,13.0
19,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,91.38290405273438,0.039162106812000275,1.0,2.0
20,3,bus+trolley,1.0,0.0,4562.0,0.0,610.0,1,1,4,1 tip,0 no foreign neighbour,164.19163513183594,0.017268316820263863,2.0,3.0
21,3,bus+trolley,3.0,0.6666666865348816,4562.0,0.0,610.0,1,1,4,3+ branch,0 no foreign neighbour,419.2349853515625,0.016839060932397842,2.0,7.0
22,3,bus+trolley,2.0,1.0,4562.0,0.5,610.0,1,1,3,2 path,mixed,429.8078308105469,0.06601221859455109,2.0,7.0
23,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,176.7269744873047,0.0808991938829422,1.0,3.0
24,2,bus+tram+trolley,12.0,0.0,4562.0,0.9166666666666666,88.0,1,1,6,3+ branch,mixed,981.4891967773438,0.1274697482585907,3.0,19.0
25,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,135.9119873046875,0.1108226478099823,1.0,3.0
26,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,0,2 path,mixed,527.3326416015625,0.08801863342523575,1.0,8.0
27,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,6,1 tip,0 no foreign neighbour,462.58917236328125,0.2395796924829483,1.0,7.0
28,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,140.14976501464844,0.10009844601154327,1.0,2.0
29,3,bus+trolley,1.0,0.0,4562.0,0.0,610.0,1,1,4,1 tip,0 no foreign neighbour,108.7686538696289,0.08806635439395905,2.0,2.0
30,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,160.76904296875,0.05536656826734543,1.0,3.0
31,3,bus+trolley,3.0,0.0,4562.0,0.0,610.0,1,1,5,3+ branch,0 no foreign neighbour,377.01409912109375,0.13551431894302368,2.0,6.0
32,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,288.5032958984375,0.016543062403798103,1.0,5.0
33,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,6,1 tip,0 no foreign neighbour,616.6498413085938,0.3303002417087555,1.0,8.0
34,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,6,3+ branch,0 no foreign neighbour,851.3088989257812,0.19944526255130768,1.0,13.0
35,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,6,2 path,0 no foreign neighbour,207.3431854248047,0.7667174935340881,1.0,3.0
36,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,101.78938293457031,0.0544392466545105,1.0,2.0
37,3,bus+trolley,2.0,0.0,4562.0,0.0,610.0,1,1,3,2 path,0 no foreign neighbour,344.69879150390625,0.15311361849308014,2.0,6.0
38,2,bus+tram+trolley,6.0,0.0,4562.0,1.0,88.0,1,1,5,3+ branch,1 all neighbours foreign,648.8674926757812,0.10645360499620438,3.0,12.0
39,0,bus,2.0,1.0,4562.0,1.0,3145.0,0,0,3,2 path,1 all neighbours foreign,372.9205017089844,0.05224890261888504,1.0,6.0
40,0,bus,4.0,0.0,4562.0,0.0,3145.0,0,0,5,3+ branch,0 no foreign neighbour,604.0567626953125,0.09242381155490875,1.0,10.0
41,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,103.50289154052734,0.034290164709091187,1.0,4.0
42,3,bus+trolley,2.0,0.0,4562.0,1.0,610.0,1,1,4,2 path,1 all neighbours foreign,185.53880310058594,0.09743350744247437,2.0,4.0
43,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,6,2 path,0 no foreign neighbour,84.23640441894531,1.0050780773162842,1.0,2.0
44,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,6,1 tip,0 no foreign neighbour,78.6676254272461,1.0345680713653564,1.0,1.0
45,0,bus,6.0,0.2666666805744171,4562.0,0.0,3145.0,0,0,6,3+ branch,0 no foreign neighbour,845.7272338867188,0.1396132856607437,1.0,15.0
46,3,bus+trolley,3.0,0.0,4562.0,0.0,610.0,1,1,0,3+ branch,0 no foreign neighbour,731.9319458007812,0.12314730882644653,2.0,13.0
47,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,213.27635192871094,0.10188200324773788,1.0,3.0
48,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,349.343994140625,0.07554330676794052,1.0,6.0
49,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,296.30047607421875,0.22847095131874084,1.0,5.0
50,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,223.6063690185547,0.1496693640947342,1.0,3.0
51,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,195.19168090820312,0.43173667788505554,1.0,3.0
52,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,143.71241760253906,0.09489661455154419,1.0,2.0
53,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,266.3921203613281,0.4174691438674927,1.0,6.0
54,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,3,1 tip,1 all neighbours foreign,399.6602783203125,0.07977326214313507,1.0,6.0
55,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,6,2 path,0 no foreign neighbour,700.7504272460938,0.35354477167129517,1.0,13.0
56,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,3,1 tip,1 all neighbours foreign,121.74457550048828,0.05811123177409172,1.0,2.0
57,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,312.3847961425781,0.16836634278297424,1.0,5.0
58,3,bus+trolley,2.0,0.0,4562.0,0.5,610.0,1,1,3,2 path,mixed,230.247314453125,0.1526004672050476,2.0,4.0
59,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,3,1 tip,1 all neighbours foreign,194.39053344726562,0.17250120639801025,1.0,3.0
60,0,bus,2.0,0.0,4562.0,1.0,3145.0,0,0,3,2 path,1 all neighbours foreign,151.3848419189453,0.05025921389460564,1.0,3.0
61,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,36.85954284667969,0.08574800193309784,1.0,1.0
62,3,bus+trolley,2.0,0.0,4562.0,1.0,610.0,1,1,4,2 path,1 all neighbours foreign,222.88137817382812,0.13999943435192108,2.0,5.0
63,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,6,2 path,0 no foreign neighbour,772.6412963867188,0.25041890144348145,1.0,12.0
64,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,303.6572265625,0.4356295168399811,1.0,5.0
65,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,144.37567138671875,0.11077422648668289,1.0,3.0
66,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,70.42781829833984,0.16877904534339905,1.0,2.0
67,3,bus+trolley,2.0,0.0,4562.0,0.5,610.0,1,1,0,2 path,mixed,550.8074951171875,0.1301460713148117,2.0,10.0
68,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,213.27635192871094,0.11075851321220398,1.0,3.0
69,3,bus+trolley,4.0,0.0,4562.0,0.25,610.0,1,1,4,3+ branch,mixed,332.76885986328125,0.11956426501274109,2.0,6.0
70,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,233.75360107421875,0.12481413036584854,1.0,4.0
71,3,bus+trolley,5.0,0.0,4562.0,0.2,610.0,1,1,0,3+ branch,mixed,413.60986328125,0.13434410095214844,2.0,7.0
72,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,121.59606170654297,0.11037100851535797,1.0,2.0
73,3,bus+trolley,5.0,0.0,4562.0,0.8,610.0,1,1,0,3+ branch,mixed,526.536376953125,0.17012281715869904,2.0,9.0
74,3,bus+trolley,2.0,0.0,4562.0,1.0,610.0,1,1,0,2 path,1 all neighbours foreign,332.76885986328125,0.1285371482372284,2.0,6.0
75,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,374.93280029296875,0.13906340301036835,1.0,6.0
76,3,bus+trolley,3.0,0.0,4562.0,1.0,610.0,1,1,0,3+ branch,1 all neighbours foreign,210.2602996826172,0.1626632660627365,2.0,4.0
77,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,49.764957427978516,0.18459062278270721,1.0,1.0
78,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,0,1 tip,1 all neighbours foreign,54.14945983886719,0.08120112121105194,1.0,1.0
79,0,bus,4.0,0.3333333432674408,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,650.5624389648438,0.3624866306781769,1.0,12.0
80,3,bus+trolley,2.0,0.0,4562.0,0.0,610.0,1,1,0,2 path,0 no foreign neighbour,607.7535400390625,0.14004077017307281,2.0,11.0
81,0,bus,4.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,129.5747528076172,0.15592125058174133,1.0,3.0
82,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,86.48314666748047,0.17063461244106293,1.0,2.0
83,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,98.22265625,0.1174069419503212,1.0,2.0
84,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,275.91064453125,0.15775804221630096,1.0,5.0
85,0,bus,3.0,0.0,4562.0,0.3333333333333333,3145.0,0,0,4,3+ branch,mixed,202.5106964111328,0.07414460927248001,1.0,4.0
86,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,187.2158660888672,0.09882108867168427,1.0,3.0
87,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,199.1723175048828,0.024387972429394722,1.0,3.0
88,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,246.22398376464844,0.1509442925453186,1.0,6.0
89,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,68.64012145996094,0.10846377164125443,1.0,1.0
90,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,2,3+ branch,0 no foreign neighbour,126.0635986328125,0.12467864155769348,1.0,2.0
91,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,102.32760620117188,0.12805724143981934,1.0,2.0
92,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,128.67555236816406,0.6060239672660828,1.0,2.0
93,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,6,1 tip,0 no foreign neighbour,207.3431854248047,0.6292179226875305,1.0,3.0
94,2,bus+tram+trolley,3.0,0.0,4562.0,1.0,88.0,1,1,4,3+ branch,1 all neighbours foreign,423.3840637207031,0.0400577187538147,3.0,8.0
95,0,bus,4.0,0.0,4562.0,0.0,3145.0,0,0,6,3+ branch,0 no foreign neighbour,518.2152709960938,0.25655871629714966,1.0,14.0
96,0,bus,4.0,0.1666666716337204,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,578.846435546875,0.38447487354278564,1.0,13.0
97,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,142.3748016357422,0.16020962595939636,1.0,3.0
98,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,142.3748016357422,0.15761639177799225,1.0,3.0
99,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,43.01979446411133,0.2819381654262543,1.0,1.0
100,3,bus+trolley,3.0,0.6666666865348816,4562.0,0.3333333333333333,610.0,1,1,5,3+ branch,mixed,489.1378479003906,0.07924626022577286,2.0,10.0
101,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,36.85954284667969,0.08463259786367416,1.0,1.0
102,3,bus+trolley,2.0,0.0,4562.0,0.5,610.0,1,1,3,2 path,mixed,389.3781433105469,0.11370063573122025,2.0,7.0
103,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,6,1 tip,0 no foreign neighbour,207.3431854248047,0.558691680431366,1.0,3.0
104,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,6,2 path,0 no foreign neighbour,78.6676254272461,1.0628008842468262,1.0,1.0
105,0,bus,5.0,0.0,4562.0,0.0,3145.0,0,0,6,3+ branch,0 no foreign neighbour,312.3369140625,0.42451223731040955,1.0,7.0
106,3,bus+trolley,2.0,0.0,4562.0,0.0,610.0,1,1,3,2 path,0 no foreign neighbour,434.006591796875,0.04994496703147888,2.0,8.0
107,1,bus+tram,2.0,0.0,4562.0,0.5,149.0,1,1,2,2 path,mixed,136.07220458984375,0.07784470915794373,2.0,3.0
108,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,6,1 tip,0 no foreign neighbour,731.31591796875,0.24457217752933502,1.0,11.0
109,3,bus+trolley,2.0,0.0,4562.0,1.0,610.0,1,1,5,2 path,1 all neighbours foreign,671.5846557617188,0.1300169825553894,2.0,10.0
110,0,bus,4.0,0.0,4562.0,0.25,3145.0,0,0,3,3+ branch,mixed,325.3085632324219,0.1715049296617508,1.0,5.0
111,3,bus+trolley,1.0,0.0,4562.0,0.0,610.0,1,1,5,1 tip,0 no foreign neighbour,377.01409912109375,0.13209286332130432,2.0,6.0
112,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,166.58421325683594,0.1654951125383377,1.0,3.0
113,0,bus,2.0,0.0,4562.0,1.0,3145.0,0,0,5,2 path,1 all neighbours foreign,477.4966735839844,0.160152867436409,1.0,8.0
114,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,103.77983093261719,0.18301235139369965,1.0,2.0
115,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,247.77182006835938,0.1480499655008316,1.0,4.0
116,0,bus,5.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,273.9530944824219,0.2578369081020355,1.0,5.0
117,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,115.08850860595703,0.21437962353229523,1.0,3.0
118,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,6,2 path,0 no foreign neighbour,462.0556335449219,0.40505340695381165,1.0,9.0
119,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,253.41702270507812,0.20069459080696106,1.0,4.0
120,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,6,1 tip,0 no foreign neighbour,462.0556335449219,0.4030859172344208,1.0,9.0
121,1,bus+tram,5.0,0.0,4562.0,0.8,149.0,1,1,0,3+ branch,mixed,729.20556640625,0.07615651935338974,2.0,12.0
122,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,774.92626953125,0.09195272624492645,1.0,14.0
123,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,253.41702270507812,0.19981856644153595,1.0,4.0
124,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,222.6241912841797,0.1716109961271286,1.0,3.0
125,1,bus+tram,2.0,0.0,4562.0,0.0,149.0,1,1,0,2 path,0 no foreign neighbour,729.20556640625,0.06893282383680344,2.0,12.0
126,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,6,1 tip,0 no foreign neighbour,354.1955261230469,0.21719463169574738,1.0,5.0
127,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,213.65756225585938,0.15751799941062927,1.0,4.0
128,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,135.9119873046875,0.12196234613656998,1.0,3.0
129,3,bus+trolley,3.0,0.3333333432674408,4562.0,0.3333333333333333,610.0,1,1,0,3+ branch,mixed,492.7497863769531,0.0824621319770813,2.0,9.0
130,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,51.91919708251953,0.06573990732431412,1.0,1.0
131,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,106.45765686035156,0.21288049221038818,1.0,4.0
132,0,bus,4.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,508.6546936035156,0.032461978495121,1.0,11.0
133,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,430.36083984375,0.14717181026935577,1.0,8.0
134,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,508.6546936035156,0.02732713893055916,1.0,11.0
135,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,461.87554931640625,0.15339501202106476,1.0,8.0
136,0,bus,3.0,0.0,4562.0,0.6666666666666666,3145.0,0,0,0,3+ branch,mixed,408.6112976074219,0.069489024579525,1.0,6.0
137,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,143.4483184814453,0.3604229986667633,1.0,3.0
138,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,2,3+ branch,0 no foreign neighbour,112.9832763671875,0.15005099773406982,1.0,3.0
139,3,bus+trolley,2.0,0.0,4562.0,0.0,610.0,1,1,5,2 path,0 no foreign neighbour,726.4025268554688,0.06895265728235245,2.0,13.0
140,3,bus+trolley,4.0,0.0,4562.0,0.5,610.0,1,1,3,3+ branch,mixed,439.29632568359375,0.04314802959561348,2.0,8.0
141,0,bus,3.0,0.3333333432674408,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,195.19168090820312,0.39770495891571045,1.0,3.0
142,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,191.9852752685547,0.5025749802589417,1.0,5.0
143,0,bus,2.0,0.0,4562.0,1.0,3145.0,0,0,0,2 path,1 all neighbours foreign,660.7534790039062,0.07912803441286087,1.0,10.0
144,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,43.01979446411133,0.2714906632900238,1.0,1.0
145,3,bus+trolley,3.0,0.0,4562.0,0.6666666666666666,610.0,1,1,6,3+ branch,mixed,1046.8199462890625,0.09556268900632858,2.0,21.0
146,0,bus,5.0,0.10000000149011612,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,423.2243347167969,0.14106225967407227,1.0,10.0
147,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,168.4439697265625,0.1943584829568863,1.0,3.0
148,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,156.56179809570312,0.18357744812965393,1.0,3.0
149,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,43.01979446411133,0.2564423978328705,1.0,1.0
150,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,220.4493408203125,0.20956140756607056,1.0,4.0
151,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,217.06192016601562,0.05223113298416138,1.0,4.0
152,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,505.3338928222656,0.34981679916381836,1.0,10.0
153,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,43.01979446411133,0.26556798815727234,1.0,1.0
154,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,246.3623809814453,0.35123592615127563,1.0,5.0
155,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,603.5745239257812,0.3426382839679718,1.0,12.0
156,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,121.37213897705078,0.1520959585905075,1.0,2.0
157,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,198.95822143554688,0.156194269657135,1.0,4.0
158,0,bus,3.0,0.3333333432674408,4562.0,0.6666666666666666,3145.0,0,0,3,3+ branch,mixed,212.80787658691406,0.10309945791959763,1.0,3.0
159,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,43.01979446411133,0.4344664514064789,1.0,1.0
160,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,142.93829345703125,0.24965690076351166,1.0,2.0
161,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,151.94009399414062,0.14861857891082764,1.0,3.0
162,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,168.39027404785156,0.15927661955356598,1.0,3.0
163,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,155.86660766601562,0.16300272941589355,1.0,3.0
164,3,bus+trolley,2.0,0.0,4562.0,1.0,610.0,1,1,4,2 path,1 all neighbours foreign,306.94244384765625,0.019770096987485886,2.0,5.0
165,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,104.02025604248047,0.22489748895168304,1.0,3.0
166,3,bus+trolley,2.0,0.0,4562.0,0.5,610.0,1,1,4,2 path,mixed,108.7686538696289,0.08698698878288269,2.0,2.0
167,3,bus+trolley,2.0,0.0,4562.0,0.0,610.0,1,1,4,2 path,0 no foreign neighbour,150.3232879638672,0.08822868019342422,2.0,3.0
168,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,190.1260223388672,0.3876841962337494,1.0,3.0
169,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,190.1260223388672,0.40862777829170227,1.0,3.0
170,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,190.1260223388672,0.4097033441066742,1.0,3.0
171,0,bus,4.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,338.5787048339844,0.23928053677082062,1.0,7.0
172,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,3,2 path,mixed,276.9018249511719,0.09445662051439285,1.0,5.0
173,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,142.93829345703125,0.27341601252555847,1.0,2.0
174,0,bus,6.0,0.06666667014360428,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,235.69349670410156,0.16692739725112915,1.0,5.0
175,2,bus+tram+trolley,5.0,0.0,4562.0,0.8,88.0,1,1,5,3+ branch,mixed,880.5620727539062,0.04539633169770241,3.0,19.0
176,2,bus+tram+trolley,6.0,0.06666667014360428,4562.0,1.0,88.0,1,1,5,3+ branch,1 all neighbours foreign,483.9707946777344,0.07056034356355667,3.0,11.0
177,3,bus+trolley,2.0,0.0,4562.0,0.0,610.0,1,1,3,2 path,0 no foreign neighbour,740.4356689453125,0.04265228286385536,2.0,13.0
178,6,trolley,1.0,0.0,4562.0,1.0,261.0,1,1,4,1 tip,1 all neighbours foreign,259.8737487792969,0.07753393054008484,1.0,4.0
179,3,bus+trolley,2.0,0.0,4562.0,0.0,610.0,1,1,3,2 path,0 no foreign neighbour,353.501708984375,0.04526526480913162,2.0,7.0
180,3,bus+trolley,2.0,0.0,4562.0,0.5,610.0,1,1,3,2 path,mixed,396.8030700683594,0.07826011627912521,2.0,6.0
181,3,bus+trolley,2.0,0.0,4562.0,0.5,610.0,1,1,4,2 path,mixed,399.5565490722656,0.03654024377465248,2.0,7.0
182,3,bus+trolley,2.0,0.0,4562.0,1.0,610.0,1,1,4,2 path,1 all neighbours foreign,147.96510314941406,0.03619673475623131,2.0,3.0
183,3,bus+trolley,4.0,0.0,4562.0,0.75,610.0,1,1,5,3+ branch,mixed,647.5153198242188,0.06972884386777878,2.0,11.0
