node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,coverage,dist_from_mean_coordinate,n_modes,n_routes
1781,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,12.40549087524414,0.38530510663986206,1.0,1.0
1782,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,12.40549087524414,0.3831574022769928,1.0,1.0
1783,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,12.40549087524414,0.38825345039367676,1.0,1.0
1784,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,6,3+ branch,0 no foreign neighbour,994.4644775390625,0.3620280623435974,1.0,19.0
1785,0,bus,5.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,398.1552734375,0.35348883271217346,1.0,8.0
1786,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,379.6184997558594,0.35077860951423645,1.0,7.0
1787,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,56.75698471069336,0.4048515856266022,1.0,1.0
1788,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,38.04864501953125,0.3569796681404114,1.0,1.0
1789,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,38.04864501953125,0.3541087508201599,1.0,1.0
1790,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,38.04864501953125,0.34852007031440735,1.0,1.0
1791,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,216.6690673828125,0.11460302770137787,1.0,3.0
1792,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,98.24063110351562,0.34447887539863586,1.0,2.0
1793,0,bus,4.0,0.3333333432674408,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,343.2427062988281,0.26065897941589355,1.0,7.0
1794,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,98.24063110351562,0.3575236201286316,1.0,2.0
1795,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,86.90668487548828,0.29201245307922363,1.0,2.0
1796,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,108.51786804199219,0.20299987494945526,1.0,2.0
1797,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,108.51786804199219,0.21852067112922668,1.0,2.0
1798,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,108.51786804199219,0.23349270224571228,1.0,2.0
1799,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,397.6572570800781,0.2564706802368164,1.0,12.0
1800,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,5,1 tip,0 no foreign neighbour,459.9888916015625,0.17355716228485107,1.0,6.0
1801,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,119.9224624633789,0.345622718334198,1.0,4.0
1802,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,119.9224624633789,0.3564046621322632,1.0,4.0
1803,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,119.9224624633789,0.3641597628593445,1.0,4.0
1804,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,138.90911865234375,0.25082141160964966,1.0,4.0
1805,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,95.25752258300781,0.3704646825790405,1.0,3.0
1806,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,101.38569641113281,0.36929214000701904,1.0,3.0
1807,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,429.3719177246094,0.2499667853116989,1.0,12.0
1808,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,653.5401611328125,0.39050188660621643,1.0,13.0
1809,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,454.9842529296875,0.3900049328804016,1.0,9.0
1810,0,bus,6.0,0.13333334028720856,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,509.67071533203125,0.3926035463809967,1.0,11.0
1811,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,182.63319396972656,0.3945465683937073,1.0,5.0
1812,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,182.63319396972656,0.3948535621166229,1.0,5.0
1813,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,182.63319396972656,0.39327841997146606,1.0,5.0
1814,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,417.7064208984375,0.2889516353607178,1.0,9.0
1815,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,408.6112976074219,0.07540158182382584,1.0,6.0
1816,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,172.42987060546875,0.3872985243797302,1.0,3.0
1817,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,86.90668487548828,0.29209285974502563,1.0,2.0
1818,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,86.90668487548828,0.29272979497909546,1.0,2.0
1819,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,86.90668487548828,0.2935604751110077,1.0,2.0
1820,0,bus,3.0,0.3333333432674408,4562.0,0.0,3145.0,0,0,2,3+ branch,0 no foreign neighbour,86.90668487548828,0.2944704294204712,1.0,2.0
1821,0,bus,3.0,0.3333333432674408,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,86.90668487548828,0.2978675067424774,1.0,2.0
1822,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,112.77025604248047,0.2734173536300659,1.0,2.0
1823,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,273.1597595214844,0.27792173624038696,1.0,4.0
1824,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,273.1597595214844,0.28089791536331177,1.0,4.0
1825,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,86.90668487548828,0.303764283657074,1.0,2.0
1826,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,86.90668487548828,0.30484068393707275,1.0,2.0
1827,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,340.8253173828125,0.296481728553772,1.0,7.0
1828,0,bus,4.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,316.82672119140625,0.30300968885421753,1.0,6.0
1829,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,287.5927429199219,0.30580800771713257,1.0,5.0
1830,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,202.5860137939453,0.31101104617118835,1.0,4.0
1831,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,202.5860137939453,0.3191092908382416,1.0,4.0
1832,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,124.35675048828125,0.38676291704177856,1.0,3.0
1833,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,0,2 path,mixed,368.59246826171875,0.08919605612754822,1.0,7.0
1834,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,112.77025604248047,0.2656354308128357,1.0,2.0
1835,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,6,2 path,0 no foreign neighbour,453.74920654296875,0.24837304651737213,1.0,11.0
1836,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,13.754321098327637,0.23238851130008698,1.0,1.0
1837,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,6,2 path,0 no foreign neighbour,845.7272338867188,0.12044110149145126,1.0,15.0
1838,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,402.40814208984375,0.25676605105400085,1.0,10.0
1839,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,344.8512878417969,0.2502729892730713,1.0,9.0
1840,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,13.754321098327637,0.23317170143127441,1.0,1.0
1841,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,188.29092407226562,0.2691754996776581,1.0,3.0
1842,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,59.6656494140625,0.273416668176651,1.0,2.0
1843,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,13.754321098327637,0.2394057810306549,1.0,1.0
1844,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,86.90668487548828,0.29194390773773193,1.0,2.0
1845,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,115.78926849365234,0.24364332854747772,1.0,3.0
1846,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,115.78926849365234,0.2382572889328003,1.0,3.0
1847,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,420.1586608886719,0.15522408485412598,1.0,7.0
1848,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,160.45863342285156,0.2331428974866867,1.0,3.0
1849,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,137.49728393554688,0.2515712082386017,1.0,4.0
1850,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,219.70057678222656,0.25225183367729187,1.0,5.0
1851,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,29.940074920654297,0.23866841197013855,1.0,1.0
1852,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,60.834129333496094,0.21402963995933533,1.0,2.0
1853,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,60.834129333496094,0.20938754081726074,1.0,2.0
1854,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,115.78926849365234,0.23539584875106812,1.0,3.0
1855,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,60.834129333496094,0.20612360537052155,1.0,2.0
1856,0,bus,3.0,0.0,4562.0,0.3333333333333333,3145.0,0,0,3,3+ branch,mixed,75.81076049804688,0.13580872118473053,1.0,2.0
1857,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,13.973017692565918,0.29932647943496704,1.0,1.0
1858,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,98.97975158691406,0.3064247667789459,1.0,2.0
1859,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,98.97975158691406,0.31206247210502625,1.0,2.0
1860,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,98.97975158691406,0.3167729079723358,1.0,2.0
1861,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,98.97975158691406,0.3221462368965149,1.0,2.0
1862,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,3,2 path,mixed,272.3719482421875,0.15311682224273682,1.0,4.0
1863,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,98.97975158691406,0.30556023120880127,1.0,2.0
1864,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,153.3554229736328,0.24698926508426666,1.0,3.0
1865,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,182.93997192382812,0.2435370832681656,1.0,4.0
1866,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,151.33863830566406,0.2526005804538727,1.0,3.0
1867,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,93.71558380126953,0.2583421468734741,1.0,3.0
1868,0,bus,4.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,93.71558380126953,0.2634241282939911,1.0,3.0
1869,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,20.822519302368164,0.2804258167743683,1.0,1.0
1870,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,25.030418395996094,0.23190800845623016,1.0,1.0
1871,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,228.85723876953125,0.21411900222301483,1.0,4.0
1872,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,93.71558380126953,0.25391480326652527,1.0,3.0
1873,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,344.8512878417969,0.25040340423583984,1.0,9.0
1874,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,46.18745422363281,0.28168901801109314,1.0,2.0
1875,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,46.18745422363281,0.2840287387371063,1.0,2.0
1876,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,42.93159484863281,0.25802406668663025,1.0,1.0
1877,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,167.1097412109375,0.24503761529922485,1.0,4.0
1878,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,354.79833984375,0.2939014732837677,1.0,8.0
1879,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,182.63319396972656,0.3932908773422241,1.0,5.0
1880,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,12.818788528442383,0.37577036023139954,1.0,1.0
1881,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,46.18745422363281,0.3041267991065979,1.0,2.0
1882,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,70.16227722167969,0.3900649845600128,1.0,2.0
1883,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,86.90668487548828,0.30331575870513916,1.0,2.0
1884,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,62.90807342529297,0.30651816725730896,1.0,1.0
1885,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,62.90807342529297,0.3069727122783661,1.0,1.0
1886,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,62.90807342529297,0.3073885142803192,1.0,1.0
1887,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,164.83912658691406,0.21033397316932678,1.0,3.0
1888,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,62.90807342529297,0.3077136278152466,1.0,1.0
1889,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,62.90807342529297,0.31057366728782654,1.0,1.0
1890,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,62.90807342529297,0.3104538917541504,1.0,1.0
1891,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,62.90807342529297,0.3153254985809326,1.0,1.0
1892,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,62.90807342529297,0.3222891688346863,1.0,1.0
1893,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,29.233972549438477,0.31422093510627747,1.0,1.0
1894,0,bus,0.0,0.0,4562.0,,3145.0,0,0,4,0 isolated,,62.90807342529297,0.3277421295642853,1.0,1.0
1895,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,29.233972549438477,0.33899936079978943,1.0,1.0
1896,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,29.233972549438477,0.3678146302700043,1.0,1.0
1897,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,29.233972549438477,0.37087732553482056,1.0,1.0
1898,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,188.7314910888672,0.4743073880672455,1.0,3.0
1899,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,102.00386047363281,0.5088779330253601,1.0,2.0
1900,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,102.00386047363281,0.5286695957183838,1.0,2.0
1901,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,57.34348678588867,0.5305612683296204,1.0,1.0
1902,0,bus,3.0,0.0,4562.0,0.3333333333333333,3145.0,0,0,5,3+ branch,mixed,608.64990234375,0.15917369723320007,1.0,11.0
1903,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,102.00386047363281,0.5427234768867493,1.0,2.0
1904,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,102.00386047363281,0.5449140071868896,1.0,2.0
1905,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,2,3+ branch,0 no foreign neighbour,159.34735107421875,0.5621337294578552,1.0,3.0
1906,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,159.34735107421875,0.5633862018585205,1.0,3.0
1907,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,159.34735107421875,0.5639368295669556,1.0,3.0
1908,0,bus,2.0,0.0,4562.0,1.0,3145.0,0,0,5,2 path,1 all neighbours foreign,542.5680541992188,0.1498595029115677,1.0,9.0
1909,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,2,3+ branch,0 no foreign neighbour,159.34735107421875,0.564748227596283,1.0,3.0
1910,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,102.00386047363281,0.5467194318771362,1.0,2.0
1911,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,102.00386047363281,0.54998379945755,1.0,2.0
1912,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,102.00386047363281,0.5562034249305725,1.0,2.0
1913,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,3,2 path,mixed,417.6819763183594,0.1681218445301056,1.0,9.0
1914,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,59.41152572631836,0.5919166207313538,1.0,1.0
1915,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,59.41152572631836,0.5966095328330994,1.0,1.0
1916,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,59.41152572631836,0.5819587707519531,1.0,1.0
1917,0,bus,4.0,0.1666666716337204,4562.0,0.25,3145.0,0,0,5,3+ branch,mixed,680.497314453125,0.17925357818603516,1.0,13.0
1918,3,bus+trolley,2.0,0.0,4562.0,0.5,610.0,1,1,5,2 path,mixed,869.5501708984375,0.1784522533416748,2.0,16.0
1919,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,87.48374938964844,0.1429482251405716,1.0,2.0
1920,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,59.41152572631836,0.5875206589698792,1.0,1.0
1921,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,102.00386047363281,0.5572080612182617,1.0,2.0
1922,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,5,1 tip,0 no foreign neighbour,557.0953979492188,0.12449535727500916,1.0,8.0
1923,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,102.00386047363281,0.5305035710334778,1.0,2.0
1924,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,102.00386047363281,0.5077913403511047,1.0,2.0
1925,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,63.717201232910156,0.1661316156387329,1.0,1.0
1926,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,130.1082763671875,0.1272924244403839,1.0,2.0
1927,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,5,1 tip,0 no foreign neighbour,660.0912475585938,0.6269953846931458,1.0,14.0
1928,0,bus,5.0,0.10000000149011612,4562.0,0.0,3145.0,0,0,5,3+ branch,0 no foreign neighbour,660.0912475585938,0.6270886063575745,1.0,14.0
1929,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,160.0599365234375,0.47441282868385315,1.0,4.0
1930,0,bus,3.0,0.3333333432674408,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,160.0599365234375,0.482782244682312,1.0,4.0
1931,0,bus,3.0,0.0,4562.0,0.3333333333333333,3145.0,0,0,4,3+ branch,mixed,423.24365234375,0.21398887038230896,1.0,8.0
1932,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,5,1 tip,0 no foreign neighbour,563.989990234375,0.6282591223716736,1.0,11.0
1933,0,bus,4.0,0.0,4562.0,0.0,3145.0,0,0,5,3+ branch,0 no foreign neighbour,508.19866943359375,0.6342902779579163,1.0,11.0
1934,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,5,1 tip,0 no foreign neighbour,502.94146728515625,0.6749120950698853,1.0,10.0
1935,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,423.24365234375,0.21649855375289917,1.0,8.0
1936,0,bus,3.0,0.3333333432674408,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,130.09707641601562,0.4890366196632385,1.0,3.0
1937,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,130.09707641601562,0.4981834888458252,1.0,3.0
1938,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,121.79415893554688,0.5113111734390259,1.0,3.0
1939,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,121.79415893554688,0.5134281516075134,1.0,3.0
1940,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,53.613529205322266,0.5028086304664612,1.0,2.0
1941,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,23.65066146850586,0.49832940101623535,1.0,1.0
1942,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,5,2 path,0 no foreign neighbour,502.94146728515625,0.7173061370849609,1.0,10.0
1943,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,5,1 tip,0 no foreign neighbour,502.94146728515625,0.7464747428894043,1.0,10.0
1944,0,bus,5.0,0.0,4562.0,0.0,3145.0,0,0,5,3+ branch,0 no foreign neighbour,502.94146728515625,0.7660460472106934,1.0,10.0
1945,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,318.9735107421875,0.7833749651908875,1.0,5.0
1946,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,318.9735107421875,0.8007972240447998,1.0,5.0
1947,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,318.9735107421875,0.8112517595291138,1.0,5.0
1948,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,130.1082763671875,0.1233653798699379,1.0,2.0
1949,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,318.9735107421875,0.8193614482879639,1.0,5.0
1950,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,318.9735107421875,0.8295633792877197,1.0,5.0
1951,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,318.9735107421875,0.8437451720237732,1.0,5.0
1952,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,63.717201232910156,0.1611020714044571,1.0,1.0
1953,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,318.9735107421875,0.864649772644043,1.0,5.0
1954,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,318.9735107421875,0.8453707695007324,1.0,5.0
1955,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,318.9735107421875,0.8768541812896729,1.0,5.0
1956,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,318.9735107421875,0.8931639790534973,1.0,5.0
1957,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,154.9650115966797,0.5076574087142944,1.0,5.0
1958,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,2,1 tip,1 all neighbours foreign,38.926979064941406,0.0574631467461586,1.0,1.0
1959,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,154.9650115966797,0.5129828453063965,1.0,5.0
1960,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,318.9735107421875,0.900408148765564,1.0,5.0
1961,0,bus,4.0,0.0,4562.0,0.5,3145.0,0,0,5,3+ branch,mixed,934.4435424804688,0.14033237099647522,1.0,17.0
1962,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,38.26578140258789,0.5642070174217224,1.0,1.0
