route,n_stops,cohesion,null_cohesion,span
bus:93,74,0.5675675675675675,0.33135135135135135,0.24676106870174408
bus:94,39,0.5641025641025641,0.3435897435897436,0.14209070801734924
bus:95,56,0.7857142857142857,0.32892857142857146,0.1351321041584015
bus:96,18,0.7222222222222222,0.37,0.07514998316764832
bus:960,11,0.8181818181818182,0.38,0.8525765538215637
bus:97,60,0.5333333333333333,0.34133333333333327,0.1290547102689743
bus:98,34,0.7647058823529411,0.34058823529411764,0.12078022211790085
bus:99,24,0.5416666666666666,0.3783333333333333,0.08378101140260696
tram:1,17,0.8823529411764706,0.37647058823529406,0.043452829122543335
tram:10,43,0.4186046511627907,0.33767441860465114,0.10009319335222244
tram:100,31,0.5161290322580645,0.3393548387096774,0.11537434160709381
tram:16,39,0.8974358974358975,0.344102564102564,0.10018137097358704
tram:18,13,0.8461538461538461,0.36923076923076925,0.038507163524627686
tram:19,10,0.5,0.39599999999999996,0.06511969864368439
tram:20,43,0.46511627906976744,0.33116279069767446,0.11407502740621567
tram:21,35,0.5714285714285714,0.34514285714285714,0.1273902952671051
tram:23,47,0.40425531914893614,0.3302127659574468,0.16174334287643433
tram:24,30,0.5333333333333333,0.34199999999999986,0.156991109251976
tram:27,49,0.6326530612244898,0.33428571428571435,0.1125398576259613
tram:29,26,0.6923076923076923,0.35692307692307684,0.07447709888219833
tram:29В,15,0.6666666666666666,0.3786666666666666,0.04547877237200737
tram:3,28,0.5,0.31571428571428567,0.08752182126045227
tram:30,13,0.46153846153846156,0.4,0.05990004912018776
tram:36,37,0.43243243243243246,0.3389189189189189,0.21833164989948273
tram:38,24,0.4583333333333333,0.3466666666666666,0.09064541757106781
tram:39,30,0.6,0.352,0.11367831379175186
tram:40,48,0.3958333333333333,0.3449999999999999,0.14413008093833923
tram:41,35,0.7428571428571429,0.3497142857142857,0.09125909954309464
tram:43,29,0.8275862068965517,0.33862068965517245,0.0697358250617981
tram:45,38,0.7894736842105263,0.33789473684210525,0.09213334321975708
tram:47,18,0.3333333333333333,0.3622222222222222,0.08337507396936417
tram:48,29,0.4482758620689655,0.3572413793103448,0.16462531685829163
tram:49,30,0.8,0.34600000000000003,0.08526481688022614
tram:51,21,0.47619047619047616,0.3495238095238095,0.07375097274780273
tram:52,28,0.5714285714285714,0.3357142857142857,0.12578527629375458
tram:55,49,0.46938775510204084,0.3416326530612245,0.1507587730884552
tram:56,22,0.3181818181818182,0.36272727272727273,0.1656010001897812
tram:57,17,0.47058823529411764,0.3623529411764706,0.07054610550403595
tram:58,31,0.5161290322580645,0.3729032258064517,0.08303579688072205
tram:59,15,0.6,0.3679999999999999,0.06395852565765381
tram:6,31,0.5806451612903226,0.34193548387096784,0.1270575225353241
tram:60,29,0.4482758620689655,0.3606896551724138,0.1405293494462967
tram:61,34,0.5294117647058824,0.34058823529411764,0.101528100669384
tram:63,15,0.5333333333333333,0.364,0.056161604821681976
tram:64,21,0.6666666666666666,0.3695238095238094,0.08540519326925278
tram:65,36,0.5555555555555556,0.34611111111111115,0.11409024894237518
tram:7,38,0.39473684210526316,0.34631578947368424,0.12200158834457397
tram:8,10,0.4,0.40399999999999997,0.051339246332645416
tram:9,35,0.6571428571428571,0.3491428571428571,0.1335655301809311
tram:А,21,0.5714285714285714,0.3533333333333332,0.06378290802240372
tram:А.,20,0.55,0.373,0.0632537305355072
trolley:1,61,0.4918032786885246,0.3347540983606557,0.14980296790599823
trolley:10,47,0.48936170212765956,0.3310638297872341,0.1510927528142929
trolley:11,58,0.4482758620689655,0.33068965517241383,0.18033774197101593
trolley:12,59,0.4915254237288136,0.33050847457627114,0.16491898894309998
trolley:14,43,0.46511627906976744,0.34976744186046516,0.1226210817694664
trolley:15,38,0.39473684210526316,0.3494736842105263,0.10021024942398071
trolley:16,51,0.49019607843137253,0.3247058823529412,0.12507714331150055
trolley:17,39,0.7435897435897436,0.3487179487179486,0.09932536631822586
trolley:18,24,0.5416666666666666,0.35916666666666663,0.10926809906959534
trolley:2,24,0.5,0.3441666666666666,0.03767245262861252
trolley:20,35,0.4857142857142857,0.34171428571428564,0.11544632911682129
trolley:21,67,0.4925373134328358,0.32686567164179103,0.17363294959068298
trolley:22,46,0.4782608695652174,0.34173913043478266,0.21228785812854767
trolley:23,47,0.6808510638297872,0.3378723404255319,0.0800020694732666
trolley:24,23,0.782608695652174,0.3573913043478262,0.06790205836296082
trolley:25,30,0.5,0.3526666666666666,0.05009493976831436
trolley:26,31,0.5483870967741935,0.3445161290322581,0.11155279725790024
trolley:27,41,0.43902439024390244,0.3360975609756098,0.2006426751613617
trolley:28,33,0.6666666666666666,0.3424242424242424,0.08610764145851135
trolley:29,43,0.6744186046511628,0.34232558139534885,0.21212664246559143
trolley:3,46,0.5,0.33391304347826084,0.14505472779273987
trolley:31,41,0.5609756097560976,0.3448780487804878,0.13559402525424957
trolley:32,29,0.8275862068965517,0.35103448275862065,0.1271984875202179
trolley:33,48,0.4166666666666667,0.3345833333333333,0.1499691754579544
trolley:34,29,0.5172413793103449,0.36,0.0845923200249672
trolley:35,58,0.6724137931034483,0.31999999999999995,0.25597357749938965
trolley:36,29,0.7931034482758621,0.3579310344827586,0.10496298968791962
trolley:37,26,0.46153846153846156,0.3484615384615385,0.12396492809057236
trolley:38,46,0.6086956521739131,0.3356521739130434,0.12421030551195145
trolley:39,34,0.5882352941176471,0.35352941176470587,0.09350784868001938
trolley:4,22,0.5909090909090909,0.3654545454545454,0.06262087821960449
trolley:40,41,0.6585365853658537,0.3331707317073171,0.16243723034858704
trolley:41,41,0.7804878048780488,0.35268292682926833,0.14883719384670258
trolley:42,35,0.8571428571428571,0.3382857142857143,0.0993323028087616
trolley:43,59,0.6101694915254238,0.33355932203389826,0.15488682687282562
trolley:44,43,0.4418604651162791,0.34651162790697676,0.14947421848773956
trolley:45,42,0.7619047619047619,0.3319047619047619,0.19400613009929657
trolley:46,41,0.4878048780487805,0.3365853658536586,0.19370749592781067
trolley:47,26,0.5,0.36692307692307685,0.10366322845220566
trolley:48,43,0.7906976744186046,0.33162790697674427,0.1191103532910347
trolley:5,25,0.48,0.3552,0.09930115193128586
trolley:50,48,0.4375,0.3179166666666666,0.17061565816402435
trolley:51,55,0.6363636363636364,0.33090909090909093,0.11722181737422943
trolley:52,22,0.6363636363636364,0.3436363636363636,0.052242428064346313
trolley:6,39,0.4358974358974359,0.3492307692307692,0.13782617449760437
trolley:7,40,0.5,0.344,0.12671279907226562
trolley:8,48,0.4375,0.3475,0.17178142070770264
trolley:9,44,0.38636363636363635,0.32727272727272727,0.10858763009309769
