route,n_stops,cohesion,null_cohesion,span
bus:127,38,0.5,0.3405263157894737,0.08421935886144638
bus:128,65,0.5384615384615384,0.3495384615384615,0.12019062042236328
bus:13,26,0.5769230769230769,0.35769230769230775,0.05396045744419098
bus:130,47,0.5106382978723404,0.328936170212766,0.1790751963853836
bus:131,18,0.4444444444444444,0.37666666666666665,0.048016518354415894
bus:132,36,0.5277777777777778,0.32611111111111113,0.0990927591919899
bus:133,25,0.44,0.36239999999999994,0.09637568891048431
bus:134,33,0.696969696969697,0.3400000000000001,0.06961695104837418
bus:134А,30,0.5,0.352,0.11247284710407257
bus:134Б,32,0.5,0.3525,0.11754478514194489
bus:135,42,0.6428571428571429,0.3385714285714285,0.08001233637332916
bus:136,51,0.6274509803921569,0.3356862745098039,0.09890098869800568
bus:137,52,0.5,0.32653846153846156,0.14750005304813385
bus:138,10,0.5,0.42400000000000004,0.09405209124088287
bus:139,38,0.5789473684210527,0.33578947368421047,0.11950194090604782
bus:13А,32,0.46875,0.340625,0.05935187637805939
bus:14,29,0.3448275862068966,0.33793103448275863,0.09916622191667557
bus:140,34,0.6470588235294118,0.34529411764705886,0.10074462741613388
bus:141,56,0.5714285714285714,0.32678571428571423,0.1453152447938919
bus:142,33,0.696969696969697,0.363030303030303,0.1205524429678917
bus:143,32,0.59375,0.34875,0.053509440273046494
bus:144,20,0.7,0.375,0.04478728398680687
bus:145,70,0.7,0.31942857142857145,0.2673942744731903
bus:145Б,60,0.6166666666666667,0.32933333333333337,0.22857914865016937
bus:145Э,30,0.7666666666666667,0.3499999999999999,0.2673942744731903
bus:146,9,0.4444444444444444,0.4288888888888889,0.07629217207431793
bus:147,70,0.5,0.3265714285714285,0.31743764877319336
bus:148,51,0.43137254901960786,0.3301960784313725,0.14429883658885956
bus:149,23,0.6086956521739131,0.382608695652174,0.04872743785381317
bus:149А,11,0.6363636363636364,0.38727272727272727,0.02418893575668335
bus:15,53,0.5660377358490566,0.33584905660377357,0.15771882236003876
bus:150,35,0.6,0.352,0.2016107738018036
bus:151,34,0.7352941176470589,0.361764705882353,0.07460944354534149
bus:152,34,0.7058823529411765,0.33764705882352936,0.0732925608754158
bus:153,62,0.6129032258064516,0.33903225806451615,0.1661083698272705
bus:154,26,0.5769230769230769,0.3423076923076923,0.0721210390329361
bus:154А,15,0.6,0.37199999999999994,0.06343793869018555
bus:155,31,0.6774193548387096,0.35806451612903234,0.1249709278345108
bus:157,33,0.8181818181818182,0.33696969696969703,0.09084224700927734
bus:158,20,0.65,0.376,0.050635796040296555
bus:159,43,0.5116279069767442,0.3386046511627907,0.12710875272750854
bus:16,28,0.6785714285714286,0.3535714285714286,0.05939115956425667
bus:160,40,0.525,0.3440000000000001,0.14482684433460236
bus:161,33,0.45454545454545453,0.3412121212121212,0.05917879566550255
bus:162,59,0.4576271186440678,0.32779661016949146,0.33332234621047974
bus:163,41,0.43902439024390244,0.36292682926829267,0.19246497750282288
bus:164,36,0.5,0.34444444444444444,0.06799964606761932
bus:165,65,0.676923076923077,0.3449230769230769,0.19482482969760895
bus:166,19,0.5263157894736842,0.38315789473684203,0.055044025182724
