seed,f1,ari,error_rate,epochs_ran,stopped_early,best_val_loss
0,0.22691466083150985,0.007167724345026096,0.31181619256017507,12,True,0.626038
1,0.21859956236323852,-0.03513176194919144,0.31181619256017507,55,True,0.591483
