seed,f1,ari,error_rate,epochs_ran,stopped_early,best_val_loss
0,0.5289928789420142,0.44403924609441103,0.43947100712105797,21,True,0.699946
1,0.5473041709053916,0.438782255369929,0.43438453713123093,22,True,0.573195
