node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,coverage,length,gc,n_sample_colors
704,4,T5,1.0,0.0,394.0,1.0,177.0,1,1,4,1 tip,1 all neighbours foreign,2.6722,442.0,0.4592760180995475,1.0
705,3,T4,4.0,0.0,14.0,0.0,389.0,1,1,1,3+ branch,0 no foreign neighbour,12.0,22.0,0.3181818181818182,2.0
706,5,T7,4.0,0.0,394.0,0.5,163.0,1,1,1,3+ branch,mixed,14.9268,62.0,0.45161290322580644,1.0
707,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.827,674.0,0.40801186943620177,1.0
708,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.5267,471.0,0.36942675159235666,2.0
709,2,T3,2.0,0.0,394.0,0.5,156.0,0,0,3,2 path,mixed,6.8818,901.0,0.5049944506104328,1.0
710,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.6311,677.0,0.37961595273264404,1.0
711,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.4857,126.0,0.4126984126984127,1.0
712,4,T5,1.0,0.0,394.0,1.0,177.0,1,1,4,1 tip,1 all neighbours foreign,3.0,354.0,0.4632768361581921,1.0
713,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.4286,126.0,0.3968253968253968,1.0
714,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.7302,603.0,0.40630182421227196,1.0
715,5,T7,2.0,0.0,394.0,0.5,163.0,1,0,3,2 path,mixed,8.642,345.0,0.5043478260869565,1.0
716,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,9.8557,118.0,0.5508474576271186,0.0
717,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,5.0,82.0,0.524390243902439,1.0
718,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8397,1487.0,0.41223940820443844,2.0
719,2,T3,4.0,0.0,394.0,0.5,156.0,1,1,1,3+ branch,mixed,10.6683,223.0,0.5112107623318386,0.0
720,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,5.3443,82.0,0.5121951219512195,1.0
721,5,T7,2.0,0.0,394.0,1.0,163.0,1,1,3,2 path,1 all neighbours foreign,7.6186,118.0,0.5254237288135594,0.0
722,2,T3,2.0,0.0,394.0,0.5,156.0,0,0,3,2 path,mixed,7.0862,79.0,0.5316455696202531,1.0
723,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.734,645.0,0.33798449612403103,2.0
724,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.2807,135.0,0.4,1.0
725,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0,86.0,0.3488372093023256,2.0
726,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.381,126.0,0.373015873015873,1.0
727,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.0,83.0,0.37349397590361444,1.0
728,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,14.0,26.0,0.5769230769230769,2.0
729,5,T7,3.0,0.0,394.0,0.3333333333333333,163.0,1,1,1,3+ branch,mixed,8.3031,1456.0,0.4677197802197802,1.0
730,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.9178,94.0,0.39361702127659576,1.0
731,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.9141,1243.0,0.37650844730490746,1.0
732,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.8275,276.0,0.34782608695652173,2.0
733,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.6405,174.0,0.3505747126436782,1.0
734,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.7574,223.0,0.3452914798206278,2.0
735,5,T7,2.0,0.0,394.0,0.5,163.0,1,0,3,2 path,mixed,7.36,896.0,0.48325892857142855,1.0
736,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,6.7241,79.0,0.5189873417721519,1.0
737,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,19.6,26.0,0.46153846153846156,2.0
738,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.7273,274.0,0.4233576642335766,1.0
739,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.9012,183.0,0.2786885245901639,2.0
740,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.6038,334.0,0.32335329341317365,2.0
741,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.4971,196.0,0.41836734693877553,1.0
742,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,12.0,26.0,0.38461538461538464,2.0
743,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.8542,261.0,0.37547892720306514,2.0
744,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.364,271.0,0.31365313653136534,2.0
745,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,15.0,24.0,0.4166666666666667,2.0
746,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.2381,420.0,0.37857142857142856,2.0
747,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8524,651.0,0.37019969278033793,2.0
748,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0,112.0,0.30357142857142855,2.0
749,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.2938,198.0,0.3434343434343434,2.0
750,2,T3,4.0,0.0,394.0,0.5,156.0,1,1,1,3+ branch,mixed,10.9848,87.0,0.4942528735632184,1.0
751,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.0,107.0,0.3364485981308411,1.0
752,3,T4,1.0,0.0,5.0,0.0,389.0,0,0,4,1 tip,0 no foreign neighbour,2.2536,230.0,0.25217391304347825,2.0
753,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.9956,474.0,0.33755274261603374,2.0
754,5,T7,2.0,0.0,394.0,0.5,163.0,1,1,3,2 path,mixed,10.7551,70.0,0.5428571428571428,1.0
755,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,18.4,26.0,0.5,2.0
756,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,7.8367,70.0,0.5142857142857142,1.0
757,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,19.3043,44.0,0.5454545454545454,2.0
758,5,T7,2.0,0.0,394.0,1.0,163.0,1,1,3,2 path,1 all neighbours foreign,6.0492,82.0,0.5609756097560976,1.0
759,3,T4,2.0,0.0,4.0,1.0,389.0,0,0,4,2 path,1 all neighbours foreign,2.9328,140.0,0.4,2.0
760,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.0,567.0,0.4673721340388007,1.0
761,2,T3,2.0,0.0,394.0,0.5,156.0,0,0,3,2 path,mixed,4.9672,82.0,0.573170731707317,0.0
762,5,T7,3.0,0.0,394.0,0.0,163.0,1,0,3,3+ branch,0 no foreign neighbour,36.3333,24.0,0.3333333333333333,1.0
763,2,T3,3.0,0.0,394.0,0.3333333333333333,156.0,1,1,1,3+ branch,mixed,3.0455,43.0,0.5348837209302325,1.0
764,5,T7,3.0,0.0,394.0,0.6666666666666666,163.0,1,0,1,3+ branch,mixed,8.8182,43.0,0.5116279069767442,1.0
765,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.877,143.0,0.44755244755244755,1.0
766,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,1,2 path,1 all neighbours foreign,8.4058,2202.0,0.4782016348773842,1.0
767,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.7911,447.0,0.3624161073825503,2.0
768,0,unclassified_or_mixed,3.0,0.0,394.0,0.3333333333333333,80.0,1,1,3,3+ branch,mixed,26.0,23.0,0.4782608695652174,2.0
769,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,19.0,26.0,0.5,2.0
770,5,T7,3.0,0.0,394.0,0.3333333333333333,163.0,1,1,1,3+ branch,mixed,26.0,23.0,0.4782608695652174,1.0
771,2,T3,4.0,0.0,394.0,0.25,156.0,1,1,5,3+ branch,mixed,9.3376,1425.0,0.4968421052631579,1.0
772,5,T7,3.0,0.0,394.0,0.6666666666666666,163.0,1,1,1,3+ branch,mixed,6.2553,115.0,0.4956521739130435,1.0
773,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.4672,723.0,0.3789764868603043,2.0
774,2,T3,3.0,0.0,394.0,0.6666666666666666,156.0,1,1,1,3+ branch,mixed,11.7979,115.0,0.5130434782608696,1.0
775,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0,106.0,0.2830188679245283,1.0
776,3,T4,1.0,0.0,5.0,0.0,389.0,0,0,4,1 tip,0 no foreign neighbour,2.7325,178.0,0.3258426966292135,2.0
777,2,T3,2.0,0.0,394.0,0.5,156.0,0,0,3,2 path,mixed,12.0702,78.0,0.4230769230769231,1.0
778,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.7619,126.0,0.2857142857142857,1.0
779,5,T7,2.0,0.0,394.0,0.5,163.0,1,0,3,2 path,mixed,5.1404,78.0,0.44871794871794873,1.0
780,2,T3,2.0,0.0,394.0,0.5,156.0,0,0,3,2 path,mixed,8.6875,37.0,0.3783783783783784,1.0
781,5,T7,2.0,0.0,394.0,0.5,163.0,1,1,3,2 path,mixed,15.25,33.0,0.42424242424242425,1.0
782,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,6.4082,70.0,0.5142857142857142,1.0
783,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.3103,469.0,0.36673773987206826,2.0
784,3,T4,1.0,0.0,3.0,1.0,389.0,0,0,2,1 tip,1 all neighbours foreign,2.2677,346.0,0.4277456647398844,2.0
785,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.2371,118.0,0.3135593220338983,0.0
786,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.0,102.0,0.35294117647058826,1.0
787,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.959,460.0,0.42391304347826086,1.0
788,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.3583,342.0,0.347953216374269,2.0
789,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.0,126.0,0.2698412698412698,1.0
790,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.1524,651.0,0.41781874039938555,1.0
791,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,9.4,26.0,0.5384615384615384,2.0
792,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.1968,331.0,0.40483383685800606,1.0
793,2,T3,3.0,0.0,394.0,0.6666666666666666,156.0,0,0,3,3+ branch,mixed,11.3697,186.0,0.521505376344086,1.0
794,5,T7,2.0,0.0,394.0,1.0,163.0,1,1,4,2 path,1 all neighbours foreign,8.0638,1291.0,0.47947327652982186,1.0
795,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0059,190.0,0.41578947368421054,1.0
796,3,T4,2.0,0.0,14.0,0.0,389.0,0,0,4,2 path,0 no foreign neighbour,2.3706,307.0,0.3745928338762215,2.0
797,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.9306,194.0,0.4381443298969072,2.0
798,5,T7,3.0,0.0,394.0,0.0,163.0,1,0,1,3+ branch,0 no foreign neighbour,19.0,24.0,0.2916666666666667,1.0
799,5,T7,3.0,0.0,394.0,0.0,163.0,1,0,1,3+ branch,0 no foreign neighbour,17.0,22.0,0.22727272727272727,1.0
800,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,25.0,24.0,0.5416666666666666,2.0
801,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0,96.0,0.4166666666666667,1.0
802,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8615,945.0,0.3502645502645503,2.0
803,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.0,93.0,0.3978494623655914,1.0
804,5,T7,2.0,0.0,394.0,0.5,163.0,1,1,3,2 path,mixed,11.2973,58.0,0.46551724137931033,1.0
805,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8115,265.0,0.4188679245283019,2.0
806,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,6.6757,58.0,0.4482758620689655,1.0
807,3,T4,4.0,0.0,5.0,0.0,389.0,1,1,1,3+ branch,0 no foreign neighbour,1.0,22.0,0.6363636363636364,1.0
808,1,T1,4.0,0.0,16.0,0.0,18.0,1,1,1,3+ branch,0 no foreign neighbour,10.0,22.0,0.22727272727272727,1.0
809,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.902,521.0,0.3493282149712092,2.0
810,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.9005,634.0,0.2996845425867508,2.0
811,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.1461,466.0,0.388412017167382,1.0
812,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0,97.0,0.422680412371134,1.0
813,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,10.7915,280.0,0.4928571428571429,1.0
814,2,T3,2.0,0.0,394.0,0.0,156.0,0,0,3,2 path,0 no foreign neighbour,8.9142,883.0,0.5107587768969423,1.0
815,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,4.364,271.0,0.4317343173431734,1.0
816,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.7609,2259.0,0.3975210270030987,1.0
817,5,T7,2.0,0.0,394.0,1.0,163.0,1,1,3,2 path,1 all neighbours foreign,9.5405,280.0,0.5178571428571429,1.0
818,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.4783,159.0,0.3836477987421384,1.0
819,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,8.0732,103.0,0.4563106796116505,1.0
820,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.2,171.0,0.32748538011695905,1.0
821,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,3.8182,76.0,0.5,1.0
822,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.2298,330.0,0.4,2.0
823,2,T3,2.0,0.0,394.0,0.0,156.0,0,0,3,2 path,0 no foreign neighbour,11.0366,103.0,0.4563106796116505,1.0
824,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.4476,126.0,0.3333333333333333,1.0
825,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,6.7636,76.0,0.4342105263157895,1.0
826,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.7259,364.0,0.3324175824175824,2.0
827,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,4.7568,58.0,0.4827586206896552,1.0
828,5,T7,2.0,0.0,394.0,0.0,163.0,1,0,1,2 path,0 no foreign neighbour,7.7297,58.0,0.4827586206896552,1.0
829,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.4302,551.0,0.3702359346642468,1.0
830,5,T7,2.0,0.0,394.0,1.0,163.0,1,1,1,2 path,1 all neighbours foreign,7.5319,1228.0,0.49267100977198697,1.0
831,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,16.5,27.0,0.48148148148148145,2.0
832,2,T3,1.0,0.0,394.0,0.0,156.0,1,0,4,1 tip,0 no foreign neighbour,4.358,968.0,0.4369834710743802,1.0
833,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0095,126.0,0.3888888888888889,1.0
834,4,T5,1.0,0.0,5.0,0.0,177.0,1,1,4,1 tip,0 no foreign neighbour,2.8925,114.0,0.34210526315789475,1.0
835,5,T7,2.0,0.0,394.0,1.0,163.0,1,1,3,2 path,1 all neighbours foreign,4.0702,78.0,0.5384615384615384,1.0
836,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,10.2609,67.0,0.44776119402985076,1.0
837,2,T3,2.0,0.0,394.0,0.5,156.0,0,0,3,2 path,mixed,6.9123,78.0,0.5256410256410257,1.0
838,2,T3,2.0,0.0,394.0,1.0,156.0,1,0,4,2 path,1 all neighbours foreign,13.3696,67.0,0.4925373134328358,1.0
839,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.493,595.0,0.4184873949579832,1.0
840,4,T5,2.0,0.0,4.0,0.5,177.0,1,1,4,2 path,mixed,3.8091,1205.0,0.3800829875518672,1.0
841,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0459,239.0,0.3807531380753138,2.0
842,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.8036,1014.0,0.34812623274161736,2.0
843,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,8.6291,943.0,0.513255567338282,1.0
844,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,4.1469,164.0,0.4268292682926829,1.0
845,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.4112,235.0,0.32340425531914896,2.0
846,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.6,726.0,0.41460055096418735,1.0
847,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,12.0,24.0,0.5416666666666666,2.0
848,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,4,2 path,1 all neighbours foreign,8.5676,916.0,0.4923580786026201,1.0
849,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.8624,486.0,0.35185185185185186,2.0
850,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,15.6286,91.0,0.4835164835164835,2.0
851,2,T3,4.0,0.0,394.0,0.5,156.0,1,1,1,3+ branch,mixed,18.0789,59.0,0.4576271186440678,1.0
852,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.617,410.0,0.35853658536585364,2.0
853,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,7.2719,135.0,0.5037037037037037,0.0
854,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.9431,707.0,0.3917963224893918,1.0
855,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.1842,135.0,0.3925925925925926,1.0
856,5,T7,3.0,0.0,394.0,0.3333333333333333,163.0,1,1,1,3+ branch,mixed,7.7719,135.0,0.5481481481481482,1.0
857,2,T3,3.0,0.0,394.0,0.6666666666666666,156.0,1,1,1,3+ branch,mixed,5.5965,135.0,0.5111111111111111,0.0
858,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8776,1075.0,0.34325581395348836,2.0
859,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,1,0,3,3+ branch,1 all neighbours foreign,21.2759,50.0,0.46,2.0
860,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,23.0,28.0,0.35714285714285715,2.0
861,5,T7,2.0,0.0,394.0,0.5,163.0,1,1,3,2 path,mixed,12.6129,52.0,0.5384615384615384,1.0
862,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,8.5161,52.0,0.4807692307692308,1.0
863,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,14.8182,32.0,0.5625,2.0
864,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.6283,212.0,0.35377358490566035,2.0
865,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.2146,268.0,0.3619402985074627,2.0
866,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,20.5294,38.0,0.47368421052631576,2.0
867,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0872,170.0,0.3058823529411765,1.0
868,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.7975,915.0,0.41092896174863386,1.0
869,1,T1,3.0,0.0,16.0,0.0,18.0,1,1,1,3+ branch,0 no foreign neighbour,7.3394,10983.0,0.4516980788491305,1.0
870,1,T1,4.0,0.0,16.0,0.0,18.0,1,1,1,3+ branch,0 no foreign neighbour,10.0,22.0,0.2727272727272727,1.0
871,2,T3,4.0,0.0,394.0,0.5,156.0,1,1,1,3+ branch,mixed,11.7536,90.0,0.45555555555555555,0.0
872,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.1916,188.0,0.31382978723404253,1.0
873,1,T1,3.0,0.0,16.0,0.0,18.0,1,1,1,3+ branch,0 no foreign neighbour,6.0306,839.0,0.46722288438617404,1.0
874,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0464,710.0,0.34225352112676055,2.0
875,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,7.1652,475.0,0.4968421052631579,1.0
876,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.4221,1035.0,0.3169082125603865,2.0
877,5,T7,2.0,0.0,394.0,1.0,163.0,1,1,3,2 path,1 all neighbours foreign,8.663,475.0,0.49473684210526314,1.0
878,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.6721,1619.0,0.3977764051883879,1.0
879,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,18.0,25.0,0.52,2.0
880,2,T3,4.0,0.0,394.0,0.5,156.0,1,1,1,3+ branch,mixed,10.7703,95.0,0.5052631578947369,1.0
881,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,16.5,27.0,0.4074074074074074,2.0
882,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,4.875,77.0,0.5714285714285714,1.0
883,5,T7,2.0,0.0,394.0,0.0,163.0,1,0,3,2 path,0 no foreign neighbour,9.2679,77.0,0.5584415584415584,1.0
884,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.097,660.0,0.34393939393939393,2.0
885,5,T7,4.0,0.0,394.0,0.5,163.0,1,1,1,3+ branch,mixed,13.2059,89.0,0.4606741573033708,0.0
886,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,8.8905,304.0,0.5328947368421053,1.0
887,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.8856,257.0,0.44357976653696496,1.0
888,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,9.7378,307.0,0.5472312703583062,1.0
889,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.0476,168.0,0.3630952380952381,2.0
890,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.1983,253.0,0.32806324110671936,2.0
891,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8151,459.0,0.3442265795206972,2.0
892,2,T3,3.0,0.3333333432674408,394.0,0.3333333333333333,156.0,1,1,1,3+ branch,mixed,9.4982,575.0,0.52,1.0
893,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.6719,277.0,0.3140794223826715,2.0
894,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,1.8476,126.0,0.42063492063492064,1.0
895,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,9.6945,404.0,0.551980198019802,1.0
896,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.0,440.0,0.375,1.0
897,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,6.5326,404.0,0.5272277227722773,1.0
898,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,7.5059,106.0,0.5,1.0
899,2,T3,2.0,0.0,394.0,0.5,156.0,1,1,1,2 path,mixed,8.0,106.0,0.5,0.0
900,5,T7,3.0,0.0,394.0,0.3333333333333333,163.0,1,1,1,3+ branch,mixed,7.5281,110.0,0.38181818181818183,1.0
901,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.5904,585.0,0.39829059829059826,2.0
902,2,T3,3.0,0.0,394.0,0.6666666666666666,156.0,1,1,1,3+ branch,mixed,7.6092,108.0,0.42592592592592593,1.0
903,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.4531,394.0,0.4746192893401015,1.0
904,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,9.1141,1862.0,0.45864661654135336,1.0
905,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.0026,404.0,0.35148514851485146,2.0
906,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,13.0938,53.0,0.49056603773584906,2.0
907,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.4138,1512.0,0.37962962962962965,1.0
908,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.4313,742.0,0.3692722371967655,1.0
909,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.328,210.0,0.43333333333333335,1.0
910,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.4326,162.0,0.36419753086419754,2.0
911,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8397,177.0,0.3050847457627119,1.0
912,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.4952,126.0,0.36507936507936506,1.0
913,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,1.4124,198.0,0.3787878787878788,1.0
914,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8061,382.0,0.3900523560209424,2.0
915,5,T7,2.0,0.0,394.0,1.0,163.0,1,1,3,2 path,1 all neighbours foreign,7.2353,55.0,0.5272727272727272,1.0
916,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,8.5294,55.0,0.5636363636363636,1.0
917,5,T7,3.0,0.0,394.0,0.3333333333333333,163.0,1,1,1,3+ branch,mixed,10.0,57.0,0.38596491228070173,1.0
918,2,T3,3.0,0.0,394.0,0.6666666666666666,156.0,1,1,1,3+ branch,mixed,5.8378,58.0,0.41379310344827586,1.0
