node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,coverage,length,gc,n_sample_colors
919,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.8636,329.0,0.3343465045592705,2.0
920,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.6902,205.0,0.33658536585365856,1.0
921,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.6094,149.0,0.28859060402684567,1.0
922,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.1524,126.0,0.36507936507936506,1.0
923,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.3978,1127.0,0.4046140195208518,1.0
924,5,T7,2.0,0.0,394.0,0.5,163.0,1,1,4,2 path,mixed,7.473,169.0,0.5088757396449705,1.0
925,5,T7,1.0,0.0,4.0,0.0,163.0,1,1,2,1 tip,0 no foreign neighbour,3.3482,538.0,0.45724907063197023,1.0
926,5,T7,2.0,0.0,4.0,0.0,163.0,1,0,3,2 path,0 no foreign neighbour,3.6216,58.0,0.39655172413793105,1.0
927,2,T3,2.0,0.0,394.0,0.5,156.0,1,0,1,2 path,mixed,11.5405,169.0,0.514792899408284,1.0
928,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.8453,874.0,0.38100686498855835,1.0
929,4,T5,1.0,0.0,5.0,0.0,177.0,1,1,2,1 tip,0 no foreign neighbour,4.2275,856.0,0.4053738317757009,1.0
930,4,T5,1.0,0.0,5.0,0.0,177.0,1,1,4,1 tip,0 no foreign neighbour,3.0538,151.0,0.32450331125827814,1.0
931,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8815,578.0,0.3494809688581315,2.0
932,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.1377,159.0,0.3270440251572327,2.0
933,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.998,519.0,0.3159922928709056,2.0
934,5,T7,3.0,0.0,394.0,0.3333333333333333,163.0,1,1,1,3+ branch,mixed,49.0,22.0,0.36363636363636365,1.0
935,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.829,600.0,0.405,1.0
936,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.4008,268.0,0.3694029850746269,1.0
937,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.5132,553.0,0.37613019891500904,2.0
938,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.6952,126.0,0.3333333333333333,1.0
939,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8381,126.0,0.35714285714285715,1.0
940,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.2789,211.0,0.4265402843601896,0.0
941,3,T4,2.0,0.0,5.0,0.0,389.0,0,0,4,2 path,0 no foreign neighbour,4.0335,200.0,0.335,2.0
942,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0646,346.0,0.35260115606936415,2.0
943,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0678,360.0,0.37777777777777777,2.0
944,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.1403,299.0,0.3210702341137124,1.0
945,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.1367,599.0,0.3572621035058431,2.0
946,1,T1,1.0,0.0,16.0,0.0,18.0,1,1,3,1 tip,0 no foreign neighbour,7.0586,499.0,0.4288577154308617,1.0
947,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.1264,108.0,0.28703703703703703,1.0
948,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.9093,495.0,0.33535353535353535,2.0
949,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.5895,345.0,0.3565217391304348,2.0
950,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.7429,126.0,0.2698412698412698,1.0
951,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,1.7516,178.0,0.34269662921348315,1.0
952,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.4803,529.0,0.30245746691871456,2.0
953,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.7774,668.0,0.344311377245509,2.0
954,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,7.4735,285.0,0.519298245614035,1.0
955,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.3218,195.0,0.37435897435897436,0.0
956,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.1144,257.0,0.3968871595330739,2.0
957,5,T7,2.0,0.0,394.0,1.0,163.0,1,0,3,2 path,1 all neighbours foreign,8.4891,342.0,0.47953216374269003,1.0
958,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,20.1538,47.0,0.5106382978723404,2.0
959,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.8674,1921.0,0.3971889640812077,1.0
960,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.0,98.0,0.41836734693877553,1.0
961,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.6816,266.0,0.37969924812030076,2.0
962,1,T1,3.0,1.0,16.0,0.0,18.0,0,0,5,3+ branch,0 no foreign neighbour,6.4766,15945.0,0.46422075885857633,1.0
963,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.0,119.0,0.4369747899159664,1.0
964,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.1641,283.0,0.24734982332155478,2.0
965,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.581,126.0,0.3333333333333333,1.0
966,5,T7,2.0,0.0,394.0,1.0,163.0,1,1,4,2 path,1 all neighbours foreign,2.8033,82.0,0.4634146341463415,0.0
967,2,T3,2.0,0.0,394.0,1.0,156.0,1,1,1,2 path,1 all neighbours foreign,5.5246,82.0,0.45121951219512196,1.0
968,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,2.8779,496.0,0.3346774193548387,2.0
969,5,T7,2.0,0.0,394.0,0.5,163.0,1,0,3,2 path,mixed,10.4261,136.0,0.4852941176470588,0.0
970,2,T3,2.0,0.0,394.0,1.0,156.0,0,0,3,2 path,1 all neighbours foreign,7.9391,136.0,0.4852941176470588,0.0
971,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.0436,618.0,0.36893203883495146,1.0
972,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,3.0992,142.0,0.3873239436619718,1.0
973,2,T3,3.0,0.0,394.0,0.0,156.0,0,0,3,3+ branch,0 no foreign neighbour,16.0,23.0,0.43478260869565216,1.0
974,3,T4,0.0,0.0,1.0,,389.0,0,0,0,0 isolated,,3.6949,139.0,0.41007194244604317,2.0
975,4,T5,0.0,0.0,1.0,,177.0,1,1,0,0 isolated,,2.0,106.0,0.3018867924528302,1.0
976,5,T7,3.0,0.0,394.0,0.6666666666666666,163.0,1,1,1,3+ branch,mixed,9.8878,119.0,0.5126050420168067,0.0
977,2,T3,3.0,0.0,394.0,0.6666666666666666,156.0,1,1,1,3+ branch,mixed,10.5769,125.0,0.536,0.0
978,2,T3,3.0,0.3333333432674408,394.0,0.3333333333333333,156.0,1,1,1,3+ branch,mixed,9.7443,1296.0,0.5054012345679012,1.0
979,5,T7,4.0,0.0,394.0,0.5,163.0,1,1,1,3+ branch,mixed,19.75,89.0,0.48314606741573035,1.0
980,2,T3,2.0,0.0,394.0,0.5,156.0,0,0,3,2 path,mixed,8.9677,52.0,0.5576923076923077,1.0
981,5,T7,2.0,0.0,394.0,0.5,163.0,1,0,3,2 path,mixed,7.1935,52.0,0.5384615384615384,1.0
982,0,unclassified_or_mixed,4.0,0.0,394.0,1.0,80.0,0,0,1,3+ branch,1 all neighbours foreign,9.4483,137.0,0.5036496350364964,0.0
